budget,genres,movie_id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",9045,fr,Amen.,5.930533,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",2/13/2002,0,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Amen.,7.1,75
12000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",44092,zh,剑雨,4.930129,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",9/1/2010,0,117,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Reign of Assassins,6.7,57
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",16005,en,The Lucky Ones,8.747922,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/26/2008,0,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Lucky Ones,6.3,55
14000000,"[{""id"": 18, ""name"": ""Drama""}]",44754,en,Margaret,4.898424,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/30/2011,46495,149,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Margaret,6.1,86
108,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",23988,en,Stan Helsing,7.410523,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/27/2009,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Stan Helsing,4,97
14000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",43949,en,Flipped,24.210698,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/6/2010,1755212,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Flipped,7.4,418
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",142,en,Brokeback Mountain,44.135568,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/2/2005,178043761,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Brokeback Mountain,7.5,1480
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9603,en,Clueless,16.051328,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/19/1995,0,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Clueless,6.9,803
13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10712,en,Far from Heaven,9.982885,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/1/2002,29027914,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Far from Heaven,6.9,144
14000000,"[{""id"": 35, ""name"": ""Comedy""}]",243938,en,Hot Tub Time Machine 2,16.618874,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/20/2015,12314651,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hot Tub Time Machine 2,5,354
13500000,"[{""id"": 18, ""name"": ""Drama""}]",10876,en,Quills,7.261196,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/22/2000,7060876,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Quills,6.8,128
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",86838,en,Seven Psychopaths,32.306455,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/7/2012,19422261,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,Seven Psychopaths,6.7,1206
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25208,en,The Caveman's Valentine,4.722403,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/19/2001,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Caveman's Valentine,6,27
18339750,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",613,de,Der Untergang,32.445895,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",9/8/2004,92180910,156,"[{""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Downfall,7.7,1037
12806000,"[{""id"": 18, ""name"": ""Drama""}]",1913,es,Mar adentro,17.363739,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",9/3/2004,38535221,125,"[{""iso_639_1"": ""gl"", ""name"": ""Galego""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Sea Inside,7.2,219
13300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",97370,en,Under the Skin,29.782161,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/14/2014,5380251,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Under the Skin,6,1102
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",801,en,"Good Morning, Vietnam",18.362333,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/23/1987,123922370,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Good Morning, Vietnam",7.1,642
13400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",70829,en,The Last Godfather,0.680753,[],12/29/2010,16700000,100,"[{""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,The Last Godfather,4.7,7
13000000,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",54518,en,Justin Bieber: Never Say Never,6.735922,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/2011,98441954,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Justin Bieber: Never Say Never,4.8,154
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",44214,en,Black Swan,91.285683,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/2/2010,327803731,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Black Swan,7.3,4430
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",240,en,The Godfather: Part II,105.792936,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/20/1974,47542841,200,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Godfather: Part II,8.3,3338
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",9816,en,Save the Last Dance,9.969624,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/12/2001,91038276,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Save the Last Dance,6.3,352
7000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10131,en,A Nightmare on Elm Street 4: The Dream Master,17.113408,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/19/1988,72500000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Nightmare on Elm Street 4: The Dream Master,5.8,281
16000000,"[{""id"": 18, ""name"": ""Drama""}]",339984,en,Miracles from Heaven,10.248439,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/17/2016,77000000,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Miracles from Heaven,6.7,186
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",8859,en,"Dude, Where’s My Car?",25.316146,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/15/2000,73180723,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,"Dude, Where’s My Car?",5.2,509
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",11967,en,Young Guns,9.499325,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/12/1988,44726644,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Young Guns,6.6,258
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",239563,en,St. Vincent,43.791745,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/9/2014,54837234,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,St. Vincent,7.1,763
12500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",222899,en,About Last Night,11.828068,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/2014,49002684,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,About Last Night,6,210
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",4951,en,10 Things I Hate About You,54.550275,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/30/1999,53478166,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,10 Things I Hate About You,7.3,1701
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10985,en,The New Guy,13.525704,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/10/2002,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The New Guy,5.7,151
0,"[{""id"": 35, ""name"": ""Comedy""}]",9644,en,National Lampoon's Loaded Weapon 1,12.963328,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/4/1993,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,National Lampoon's Loaded Weapon 1,5.7,157
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",332567,en,The Shallows,60.829621,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/24/2016,119100758,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Shallows,6.2,1567
13000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1954,en,The Butterfly Effect,73.307513,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/22/2004,96060858,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Butterfly Effect,7.3,2060
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",15489,en,Snow Day,7.964289,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/2000,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Snow Day,4.8,51
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",15250,en,This Christmas,2.388918,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/27/2007,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Christmas,7.1,29
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22345,en,Baby Geniuses,4.580081,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/12/1999,36450736,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Baby Geniuses,3.3,75
13000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",9448,en,The Big Hit,6.425528,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/24/1998,27007143,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Big Hit,6.1,109
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",38223,en,Harriet the Spy,4.63093,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/10/1996,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Harriet the Spy,5.7,46
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",11186,en,Child's Play 2,16.681567,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/9/1990,35763605,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Child's Play 2,5.8,308
13200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",136835,en,No Good Deed,24.656068,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/10/2014,53830415,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No Good Deed,5.6,181
18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5876,en,The Mist,37.104353,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/2007,57096190,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Mist,6.7,1399
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",264660,en,Ex Machina,95.130041,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1/21/2015,36869414,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ex Machina,7.6,4737
13000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",492,en,Being John Malkovich,27.546914,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/30/1999,22863596,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Being John Malkovich,7.3,1101
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25462,en,Two Can Play That Game,2.27213,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/7/2001,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two Can Play That Game,6.6,17
13000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",238603,en,Earth to Echo,17.371327,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/14/2014,45300000,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Earth to Echo,5.7,290
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10691,en,Crazy/Beautiful,6.130096,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/29/2001,16929123,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Crazy/Beautiful,6.6,96
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1251,en,Letters from Iwo Jima,24.47248,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/19/2006,68673228,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Letters from Iwo Jima,7.2,541
13000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",5172,en,The Astronaut Farmer,6.764437,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/15/2006,11130889,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Astronaut Farmer,6.2,123
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",58680,en,Woo,1.750054,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/8/1998,8026971,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Woo,5.5,10
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",264644,en,Room,66.11334,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",10/16/2015,35401758,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Room,8.1,2757
0,"[{""id"": 35, ""name"": ""Comedy""}]",14577,en,Dirty Work,9.066881,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/12/1998,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dirty Work,6.5,66
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",11592,en,Serial Mom,6.170139,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/13/1994,7820688,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Serial Mom,6.4,135
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",16406,en,Dick,4.742537,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/4/1999,27500000,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Dick,5.7,67
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",19052,en,Light It Up,1.212956,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/4/1999,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Light It Up,6.6,7
13000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",3682,en,54,11.880899,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/28/1998,16757163,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,54,5.5,135
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9683,en,Bubble Boy,10.131123,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/24/2001,0,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bubble Boy,5.1,163
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2084,en,Birthday Girl,5.831302,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/6/2001,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Birthday Girl,6.1,103
13000000,"[{""id"": 35, ""name"": ""Comedy""}]",107811,en,21 & Over,35.522027,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/1/2013,48065672,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,21 & Over,5.7,737
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2266,fr,"Paris, je t'aime",10.573191,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/16/2006,4857367,120,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,"Paris, je t'aime",6.8,207
0,"[{""id"": 18, ""name"": ""Drama""}]",13074,en,Resurrecting the Champ,4.898437,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/14/2007,0,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Resurrecting the Champ,5.9,60
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",144340,en,Admission,17.632446,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/21/2013,18000000,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Admission,5.4,304
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",48217,en,La veuve de Saint-Pierre,1.780065,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",1/1/2000,0,112,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Widow of Saint-Pierre,6.7,11
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",28211,en,Chloe,26.373864,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",3/25/2009,8459458,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Chloe,5.9,498
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",47502,en,Faithful,1.647335,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/3/1996,9789900,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Faithful,4.8,4
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9950,en,Find Me Guilty,12.321302,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/16/2006,2636637,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Find Me Guilty,6.5,138
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",84892,en,The Perks of Being a Wallflower,43.444135,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/20/2012,33400000,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Perks of Being a Wallflower,7.7,2968
3000000,"[{""id"": 28, ""name"": ""Action""}]",24227,en,Excessive Force,1.279106,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/14/1993,1200000,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Excessive Force,4.5,10
13000000,"[{""id"": 18, ""name"": ""Drama""}]",9672,en,Infamous,3.680896,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/16/2006,1151330,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Infamous,6.4,60
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",44853,en,The Claim,2.996284,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",12/29/2000,0,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Claim,5.6,17
13000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",157544,en,The Vatican Tapes,10.475368,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/24/2015,1784763,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The Vatican Tapes,4.6,243
14350531,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",59678,en,Attack the Block,30.952377,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/12/2011,3964682,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Attack the Block,6.3,733
